Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
Sarapuí,SP,2018,-1.22,0.0,161.83,20.78,79.22,10177.0,85.33949100913826,47.93161049425174
Sarapuí,SP,2017,-5.63,0.0,161.39,17.13,82.87,10034.0,84.87143711381303,47.57823400438509
Sarapuí,SP,2016,-3.88,0.0,163.27,18.11,81.89,9936.0,84.11835748792271,46.93035426731079
Sarapuí,SP,2015,-13.19,0.0,168.91,10.89,89.11,9836.0,84.67873119154127,46.06547376982513
Sarapuí,SP,2014,-15.85,0.0,196.25,4.3,95.7,9734.0,79.07335114033286,49.81508115882474
Sarapuí,SP,2013,-5.05,0.0,177.04,13.91,86.09,9628.0,76.53718321562111,41.109264644786045
Sarapuí,SP,2012,-10.04,0.0,165.1,9.14,90.86,9212.0,89.60052105948762,46.81936604429006
Sarapuí,SP,2011,-9.67,0.0,161.6,10.91,89.09,9121.0,89.5954390965903,46.81504221028396
Sarapuí,SP,2010,-7.04,0.0,156.4,15.01,84.98,9027.0,85.92001772460397,45.62977733466268
Sarutaiá,SP,2019,6.64,100.0,149.08,22.57,77.43,3638.0,96.61902144035184,87.74051676745465
Sarutaiá,SP,2018,-3.02,100.0,150.6,15.16,84.84,3646.0,88.8645090510148,80.3894679100384
Sarutaiá,SP,2017,1.35,100.0,144.73,20.02,79.98,3681.0,86.87856560717196,78.61994023363216
Sarutaiá,SP,2016,-2.55,100.0,144.06,17.25,82.75,3687.0,86.00488201790073,78.32926498508273
Sarutaiá,SP,2015,-2.13,100.0,148.52,16.78,83.22,3694.0,85.30048727666485,77.88305360043314
Sarutaiá,SP,2014,4.67,100.0,157.24,19.64,80.36,3700.0,81.64864864864865,76.43243243243244
Sarutaiá,SP,2013,15.63,100.0,157.7,28.59,71.41,3707.0,86.26922039384948,78.47315888858915
Sarutaiá,SP,2012,17.71,99.99,151.1,31.61,68.39,3605.0,86.26907073509015,78.4743411927878
Sarutaiá,SP,2011,17.38,100.0,144.4,31.92,68.08,3614.0,86.27559490868843,78.47260653016048
Sarutaiá,SP,2010,21.98,100.0,129.8,36.52,63.47,3622.0,85.53285477636665,77.36057426836003
Sebastianópolis do Sul,SP,2019,-3.98,100.0,171.61,10.75,89.25,3513.0,83.94534585824081,83.71762026757756
Sebastianópolis do Sul,SP,2018,-3.68,100.0,170.3,11.36,88.64,3470.0,83.60230547550432,83.31412103746398
Sebastianópolis do Sul,SP,2017,-7.29,100.0,164.93,9.31,90.69,3411.0,84.19818235121666,83.96364702433304
Sebastianópolis do Sul,SP,2016,-8.27,100.0,163.59,8.74,91.26,3373.0,84.5241624666469,84.22769048324933
Sebastianópolis do Sul,SP,2015,-9.29,100.0,166.99,9.41,90.59,3334.0,85.3629274145171,84.79304139172166
Sebastianópolis do Sul,SP,2014,-6.03,100.0,187.75,8.45,91.55,3293.0,79.19829942301853,79.13756453082296
Sebastianópolis do Sul,SP,2013,-5.96,100.0,191.16,6.77,93.23,3252.0,78.5670356703567,78.01353013530135
Sebastianópolis do Sul,SP,2012,-2.83,99.99,179.3,9.86,90.14,3105.0,78.58293075684381,78.00322061191626
Sebastianópolis do Sul,SP,2011,-6.54,100.0,183.6,5.33,94.67,3069.0,77.38677093515804,76.8654284783317
Sebastianópolis do Sul,SP,2010,5.44,100.0,176.3,17.31,82.68,3031.0,77.13625866050808,76.6083800725833
Serra Azul,SP,2019,8.19,100.0,170.75,18.89,81.11,14662.0,58.1366798526804,56.424771518210335
Serra Azul,SP,2018,18.9,100.0,165.75,28.76,71.24,14334.0,56.00669736291335,54.47886144830473
Serra Azul,SP,2017,21.9,100.0,168.22,31.1,68.9,13810.0,57.54525706010137,56.05358435916003
Serra Azul,SP,2016,22.52,100.0,164.91,31.13,68.87,13516.0,58.419650784255694,57.06569991121634
Serra Azul,SP,2015,16.26,100.0,166.92,24.83,75.17,13216.0,55.82627118644068,53.84382566585957
Serra Azul,SP,2014,11.99,100.0,164.98,19.39,80.61,12908.0,62.17074682367524,60.99318252246668
Serra Azul,SP,2013,9.47,100.0,170.56,16.94,83.06,12592.0,69.3138500635324,58.489517153748416
Serra Azul,SP,2012,16.13,100.0,194.0,22.45,77.55,11832.0,60.58992562542258,58.48546315077755
Serra Azul,SP,2011,18.67,100.0,197.2,24.52,75.48,11549.0,57.35561520477963,55.649839812970825
Serra Azul,SP,2010,13.41,100.0,181.3,20.27,79.72,11256.0,58.875266524520256,56.87633262260128
Serrana,SP,2019,47.28,0.0,161.92,64.45,35.55,45107.0,98.7762431551644,98.7762431551644
Serrana,SP,2018,62.93,0.0,167.61,63.52,36.48,44555.0,100.0,100.0
Serrana,SP,2017,64.64,0.0,168.38,63.52,36.48,43790.0,100.0,100.0
Serrana,SP,2016,38.01,0.0,269.08,40.01,59.99,43293.0,100.0,100.0
Serrana,SP,2015,37.87,0.0,217.93,41.22,58.78,42784.0,100.0,100.0
Serrana,SP,2014,39.81,0.0,218.17,43.05,56.95,42264.0,97.46829452962332,97.46829452962332
Serrana,SP,2013,41.91,0.0,209.64,45.26,54.74,41728.0,96.04582055214723,96.04582055214723
Serrana,SP,2012,44.24,0.0,205.4,47.47,52.53,39826.0,96.5851453824135,96.5851453824135
Serrana,SP,2011,43.67,0.0,189.0,47.15,52.85,39360.0,97.72865853658536,97.72865853658536
Serrana,SP,2010,42.46,0.0,184.3,46.46,53.53,38878.0,98.94027470548896,98.94027470548896
Serra Negra,SP,2019,6.13,100.0,200.05,26.02,73.98,29229.0,78.52475281398611,65.74976906496973
Serra Negra,SP,2018,4.41,100.0,204.8,24.49,75.51,29001.0,78.29730009310025,65.58394538119376
Serra Negra,SP,2017,2.4,100.0,212.99,21.61,78.39,28742.0,77.68074594669821,65.26685686451881
Serra Negra,SP,2016,7.58,100.0,203.84,26.76,73.24,28534.0,76.79610289479217,64.7823648980164
Serra Negra,SP,2015,10.01,100.0,195.12,29.12,70.88,28321.0,75.97542459658911,62.47307651565976
Serra Negra,SP,2014,2.02,100.0,198.5,19.97,80.03,28103.0,82.89862292281963,64.35967690282176
Serra Negra,SP,2013,-3.56,100.0,207.65,13.88,86.12,27879.0,81.49503210301661,66.21471358370098
Serra Negra,SP,2012,12.26,100.0,207.7,27.02,72.98,26770.0,81.49794546133732,66.21591333582369
Serra Negra,SP,2011,8.42,75.0,216.8,23.13,76.87,26582.0,80.76517944473704,65.9393574599353
Serra Negra,SP,2010,-5.59,75.0,230.9,10.05,89.94,26387.0,80.72914692841172,66.06662371622389
Sertãozinho,SP,2019,34.36,100.0,254.36,34.41,65.59,125815.0,99.60259110598896,99.60259110598896
Sertãozinho,SP,2018,37.55,100.0,250.88,37.63,62.37,124453.0,99.63600716736438,99.63600716736438
Sertãozinho,SP,2017,35.77,100.0,253.75,36.11,63.89,122643.0,99.47571406439828,99.47571406439828
Sertãozinho,SP,2016,34.27,100.0,251.7,34.59,65.41,121412.0,98.83701775771752,98.83701775771752
Sertãozinho,SP,2015,35.56,100.0,251.15,35.9,64.1,120152.0,99.87349357480524,99.87349357480524
Sertãozinho,SP,2014,40.04,100.0,264.03,40.27,59.73,118864.0,98.43182124108225,98.43182124108225
Sertãozinho,SP,2013,39.79,100.0,269.35,40.11,59.89,117539.0,96.13830303133427,96.13830303133427
Sertãozinho,SP,2012,44.19,100.0,260.6,44.63,55.37,112401.0,99.64324160817074,99.64324160817074
Sertãozinho,SP,2011,63.85,0.0,233.2,60.04,39.96,111257.0,100.0,100.0
Sertãozinho,SP,2010,61.85,0.0,209.6,64.81,35.18,110074.0,100.0,100.0
Sete Barras,SP,2019,10.14,100.0,151.78,25.42,74.58,12832.0,70.5969451371571,56.26558603491272
Sete Barras,SP,2018,9.74,99.33,152.92,25.04,74.96,12884.0,69.00807202732071,54.26886060229742
Sete Barras,SP,2017,14.21,99.03,151.64,28.5,71.5,13053.0,67.70091166781583,52.66222324369877
Sete Barras,SP,2016,22.19,99.01,149.19,35.83,64.17,13098.0,65.52908841044434,49.99236524660253
Sete Barras,SP,2015,15.03,98.93,159.12,29.34,70.66,13144.0,65.07151552038954,48.980523432744974
Sete Barras,SP,2014,12.63,98.92,173.25,26.44,73.56,13190.0,58.95375284306292,48.33965125094768
Sete Barras,SP,2013,10.53,98.7,161.52,24.86,75.14,13239.0,58.81108845078934,40.03323513860563
Sete Barras,SP,2012,21.39,95.63,156.1,33.14,66.86,12898.0,64.89378198170259,45.86757636842921
Sete Barras,SP,2011,16.6,95.14,140.4,30.53,69.47,12951.0,64.89074202764266,45.865184155663655
Sete Barras,SP,2010,13.16,96.4,138.0,27.12,72.87,13005.0,64.39061899269511,45.19031141868512
Severínia,SP,2019,44.38,97.73,277.9,0.0,100.0,17496.0,100.0,100.0
Severínia,SP,2018,33.98,99.0,274.9,0.0,100.0,17328.0,100.0,100.0
Severínia,SP,2017,42.85,99.33,270.5,0.0,100.0,17115.0,100.0,100.0
Severínia,SP,2016,0.0,100.0,382.34,0.0,100.0,16962.0,91.38662893526708,95.5076052352317
Severínia,SP,2015,-0.47,100.0,357.18,0.0,100.0,16806.0,96.39414494823278,96.39414494823278
Severínia,SP,2014,0.62,100.0,348.54,1.57,98.43,16646.0,97.32067764027394,97.32067764027394
Severínia,SP,2013,0.79,100.0,338.08,0.79,99.21,16482.0,100.0,100.0
Severínia,SP,2011,17.15,0.0,179.2,17.15,82.85,15647.0,94.42065571675082,94.42065571675082
Severínia,SP,2010,5.08,,152.0,5.08,94.92,15501.0,95.30998000129024,95.30998000129024
Silveiras,SP,2019,-2.25,100.0,133.85,20.15,79.85,6302.0,64.04316090130118,53.79244684227229
Silveiras,SP,2018,-5.47,100.0,132.66,18.07,81.93,6264.0,63.93678160919541,53.847381864623244
Silveiras,SP,2017,-9.05,100.0,138.27,14.68,85.32,6228.0,64.08156711624919,53.291586384071934
Silveiras,SP,2016,-12.08,99.88,142.13,10.59,89.41,6193.0,63.02276764088487,51.62279993541095
Silveiras,SP,2015,-14.04,100.0,149.0,9.16,90.84,6158.0,63.592075349139336,51.55894771029556
Silveiras,SP,2014,-13.25,100.0,165.22,7.15,92.85,6121.0,56.06926972716876,47.47590263028917
Silveiras,SP,2013,-9.23,100.0,150.94,10.97,89.03,6083.0,57.58671708038796,46.70392898240999
Silveiras,SP,2012,-7.21,99.99,145.5,11.88,88.12,5855.0,63.55251921434672,51.10162254483348
Silveiras,SP,2011,-6.77,100.0,145.7,11.58,88.42,5824.0,62.44848901098901,50.53228021978023
Silveiras,SP,2010,-0.74,100.0,134.0,18.02,81.97,5792.0,61.96477900552486,50.46616022099448
Socorro,SP,2019,11.21,99.4,167.19,26.96,73.04,41005.0,60.49750030484087,54.98353859285453
Socorro,SP,2018,12.41,99.62,160.11,29.08,70.92,40648.0,60.05461523322181,54.31755559929148
Socorro,SP,2017,14.56,95.12,163.66,30.21,69.79,40220.0,59.985082048731975,54.10740924912979
Socorro,SP,2016,5.58,93.5,160.78,23.25,76.75,39896.0,60.24914778423902,53.812412271906965
Socorro,SP,2015,1.11,93.36,154.04,20.38,79.62,39565.0,60.17692404903323,53.4639201314293
Socorro,SP,2014,11.5,7.49,163.23,25.98,74.02,39227.0,62.487572335381245,56.15010069594922
Socorro,SP,2013,14.92,0.0,176.27,26.66,73.34,38878.0,62.48521014455476,55.52240341581357
Socorro,SP,2012,8.32,0.0,180.8,20.46,79.54,37288.0,62.45440892512336,55.5245655438747
Socorro,SP,2011,11.05,0.0,183.6,22.31,77.69,36992.0,61.56736591695502,54.43068771626297
Socorro,SP,2010,10.92,0.0,181.9,22.02,77.97,36686.0,60.01471951153028,53.20830834650821
Sorocaba,SP,2019,28.32,97.5,186.67,36.21,63.79,679378.0,98.48743998186576,98.22013665441035
Sorocaba,SP,2018,31.08,97.24,189.33,37.46,62.54,671186.0,98.48730456237168,98.22001650809165
Sorocaba,SP,2017,31.15,93.93,187.16,36.77,63.23,659871.0,98.4874316343649,96.66995518821103
Sorocaba,SP,2016,34.36,90.78,181.28,40.95,59.05,652481.0,98.4874655353949,96.11176417397594
Sorocaba,SP,2015,36.26,90.07,177.01,41.3,58.7,644919.0,98.2675343725336,96.10989907259672
Sorocaba,SP,2014,32.95,89.06,193.91,36.64,63.36,637187.0,97.99995919565214,96.11307198671662
Sorocaba,SP,2013,34.77,94.34,202.98,37.42,62.58,629231.0,97.80001303178008,90.00001589241471
Sorocaba,SP,2012,37.24,96.0,208.8,37.24,62.76,600692.0,97.80003729032516,97.50004994239976
Sorocaba,SP,2011,39.5,96.0,201.2,39.5,60.5,593776.0,97.81668507989544,96.34811780873596
Sorocaba,SP,2010,41.5,96.0,194.5,41.5,58.49,586625.0,98.95555082037076,97.46908161090988
Sud Mennucci,SP,2019,4.5,100.0,153.73,18.06,81.94,7718.0,95.24488209380668,94.58408914226484
Sud Mennucci,SP,2018,3.42,100.0,156.21,16.46,83.54,7708.0,96.17280747275558,95.2516865594188
Sud Mennucci,SP,2017,3.05,100.0,155.32,16.33,83.67,7733.0,95.46101125048494,94.11612569507308
Sud Mennucci,SP,2016,4.64,100.0,158.07,17.56,82.44,7723.0,96.52984591479996,95.14437394794768
Sud Mennucci,SP,2015,4.01,100.0,152.64,18.22,81.78,7712.0,92.4792531120332,91.09180497925313
Sud Mennucci,SP,2014,4.43,100.0,165.12,15.26,84.74,7702.0,92.01506102311087,91.26200986756686
Sud Mennucci,SP,2013,1.68,100.0,173.32,11.34,88.66,7691.0,87.51787803926668,86.30867247432063
Sud Mennucci,SP,2012,3.77,100.0,169.6,13.82,86.18,7446.0,87.52350255170562,86.31479989255976
Sud Mennucci,SP,2011,3.44,100.0,173.0,12.82,87.18,7441.0,87.51511893562693,86.31904313936299
Sud Mennucci,SP,2010,5.1,100.0,160.8,15.46,84.53,7435.0,87.8950907868191,86.57700067249495
Sumaré,SP,2019,35.9,27.39,154.77,43.01,56.99,282441.0,98.82276298412764,98.82276298412764
Sumaré,SP,2018,30.2,25.93,142.26,41.18,58.82,278571.0,96.84640540472628,92.8201428002197
Sumaré,SP,2017,38.47,25.49,140.61,48.53,51.47,273007.0,98.82274080884372,93.88147556656055
Sumaré,SP,2016,42.45,27.97,132.57,53.33,46.67,269522.0,96.8570283687417,92.01400998805292
Sumaré,SP,2015,70.7,16.2,68.02,75.64,24.36,265955.0,93.68840593333458,89.73999360794119
Sumaré,SP,2014,59.95,14.18,135.91,60.14,39.86,262308.0,95.68903731491224,91.00523049239824
Sumaré,SP,2013,57.43,13.14,150.22,56.75,43.25,258556.0,95.82682281594704,89.68695369668467
Sumaré,SP,2012,55.77,14.59,150.4,56.67,43.33,246247.0,96.87102787039032,91.458982241408
Sumaré,SP,2011,55.45,14.0,142.9,56.75,43.25,242960.0,94.83454066513006,88.2663812973329
Sumaré,SP,2010,51.91,10.22,146.8,51.93,48.06,241311.0,94.84275478531852,88.26617932875004
Suzanápolis,SP,2019,22.11,100.0,187.0,37.19,62.81,3963.0,66.74236689376734,63.8405248549079
Suzanápolis,SP,2018,-5.85,100.0,188.42,9.54,90.46,3911.0,66.47916133981079,64.43364868320123
Suzanápolis,SP,2017,13.81,100.0,196.0,13.81,86.19,3836.0,65.9541188738269,63.60792492179353
Suzanápolis,SP,2016,31.6,100.0,177.64,34.8,65.2,3790.0,66.75461741424802,64.37994722955145
Suzanápolis,SP,2015,32.07,100.0,268.71,16.95,83.05,3742.0,66.75574559059326,66.75574559059326
Suzanápolis,SP,2013,65.61,100.0,271.15,59.48,40.52,3642.0,66.74903898956617,66.74903898956617
Suzanápolis,SP,2012,35.0,100.0,237.9,28.57,71.43,3473.0,66.74344946731932,66.74344946731932
Suzanápolis,SP,2010,30.05,100.0,169.9,30.05,69.95,3383.0,66.74549216671593,66.74549216671593
Suzano,SP,2019,12.35,70.0,128.83,27.92,72.08,297637.0,100.0,98.40947194065254
Suzano,SP,2018,12.38,70.0,125.95,28.68,71.32,294638.0,100.0,96.00798267704776
Suzano,SP,2017,14.2,70.0,123.13,30.58,69.42,290769.0,100.0,94.63560420815148
Suzano,SP,2016,14.31,70.0,116.66,32.2,67.8,288056.0,100.0,89.99986113811204
Suzano,SP,2015,9.27,70.0,110.97,29.5,70.5,285280.0,100.0,90.7434800897364
Suzano,SP,2014,20.63,70.0,127.59,33.34,66.66,282441.0,99.26993602203646,85.48086148965625
Suzano,SP,2013,26.27,70.0,136.2,36.13,63.87,279520.0,99.27017744705208,85.48082427017745
Suzano,SP,2012,30.07,70.0,133.5,39.58,60.42,267583.0,99.27013300546,85.48076671537429
Suzano,SP,2011,29.61,68.88,127.5,39.61,60.39,265074.0,99.26775164670998,85.48254449700838
Suzano,SP,2010,34.89,69.99,127.5,44.37,55.62,262480.0,97.03558366351722,81.35476988722951
Tabapuã,SP,2019,7.61,100.0,241.91,7.61,92.39,12407.0,100.0,100.0
Tabapuã,SP,2018,7.79,100.0,237.42,7.79,92.21,12328.0,100.0,100.0
Tabapuã,SP,2017,5.48,100.0,227.67,7.31,92.69,12251.0,100.0,100.0
Tabapuã,SP,2016,5.71,100.0,218.9,7.62,92.38,12178.0,100.0,100.0
Tabapuã,SP,2015,5.22,100.0,251.88,6.96,93.04,12103.0,100.0,100.0
Tabapuã,SP,2014,3.54,100.0,224.25,8.08,91.92,12027.0,92.90762451151576,92.57503949447076
Tabapuã,SP,2013,28.63,100.0,227.2,31.3,68.7,11949.0,92.5684157670098,92.2336597204787
Tabapuã,SP,2012,20.8,100.0,224.3,30.48,69.52,11495.0,92.60548064375816,92.25750326228795
Tabapuã,SP,2011,20.99,100.0,216.2,29.97,70.03,11430.0,92.57217847769029,92.21347331583551
Tabapuã,SP,2010,8.52,100.0,210.4,18.03,81.96,11363.0,92.92440376661094,92.572384053507
Tabatinga,SP,2019,1.01,99.32,165.98,6.66,93.34,16496.0,91.537342386033,91.537342386033
Tabatinga,SP,2014,-6.0,91.46,235.88,3.75,96.25,15738.0,85.64620663362562,83.33333333333334
Tabatinga,SP,2013,-16.02,89.99,191.51,6.67,93.33,15590.0,85.64464400256576,77.08146247594611
Tabatinga,SP,2011,20.69,100.0,237.4,25.72,74.28,14817.0,83.8968752109064,82.86427751906594
Tabatinga,SP,2010,14.88,100.0,212.4,27.89,72.1,14686.0,84.64524036497345,83.60343183984747
Taboão da Serra,SP,2019,9.29,54.21,135.46,24.18,75.82,289664.0,100.0,95.600074569156
Taboão da Serra,SP,2018,17.0,49.19,133.94,31.05,68.95,285570.0,100.0,95.60002801414714
Taboão da Serra,SP,2017,17.93,47.96,134.24,32.23,67.77,279634.0,100.0,100.0
Taboão da Serra,SP,2016,20.37,45.42,127.53,35.49,64.51,275948.0,100.0,89.99992752257671
Taboão da Serra,SP,2015,14.55,39.59,121.23,31.38,68.62,272177.0,100.0,94.56162717643298
Taboão da Serra,SP,2014,22.56,37.0,137.46,33.73,66.27,268321.0,100.0,90.00003726879372
Taboão da Serra,SP,2013,26.32,35.77,149.2,34.93,65.07,264352.0,100.0,85.95773816729209
Taboão da Serra,SP,2012,27.6,32.9,149.4,35.88,64.12,251608.0,100.0,90.5277256685002
Taboão da Serra,SP,2011,50.36,20.0,144.3,55.92,44.08,248127.0,100.0,89.31111890281993
Taboão da Serra,SP,2010,49.67,19.99,140.1,55.3,44.69,244528.0,100.0,85.22132434731401
Taciba,SP,2019,10.91,100.0,144.86,24.8,75.2,6285.0,97.1519490851233,96.88146380270484
Taciba,SP,2018,10.12,100.0,139.36,25.03,74.97,6240.0,95.57692307692308,95.11217948717947
Taciba,SP,2017,8.78,100.0,142.65,24.52,75.48,6193.0,95.78556434684322,95.13967382528662
Taciba,SP,2016,5.41,100.0,141.66,20.54,79.46,6152.0,87.27243172951886,86.50845253576072
Taciba,SP,2015,2.58,100.0,146.75,16.95,83.05,6110.0,86.49754500818331,85.49918166939443
Taciba,SP,2014,8.44,100.0,157.16,19.64,80.36,6067.0,84.17669358826438,83.99538486896324
Taciba,SP,2013,11.53,100.0,153.32,22.01,77.99,6023.0,86.23609496928441,85.3229287730367
Taciba,SP,2012,16.58,100.0,156.5,25.48,74.52,5789.0,86.23250993263085,85.33425462083261
Taciba,SP,2011,17.54,100.0,141.0,28.1,71.9,5752.0,86.23087621696801,85.32684283727399
Taciba,SP,2010,18.77,100.0,149.5,28.71,71.28,5714.0,84.91424571228562,84.35421771088555
Taguaí,SP,2019,-7.02,100.0,128.06,9.22,90.78,13859.0,87.26459340500757,85.0927195324338
Taguaí,SP,2018,-0.08,100.0,127.66,14.98,85.02,13569.0,87.61883705505196,85.23104134424054
Taguaí,SP,2017,-5.28,100.0,129.17,10.41,89.59,13111.0,89.50499580504919,86.93463503928
Taguaí,SP,2016,2.04,100.0,129.34,16.98,83.02,12851.0,86.64695354447124,84.18021943817602
Taguaí,SP,2015,2.93,100.0,130.46,17.87,82.13,12586.0,88.15350389321468,85.34880025425076
Taguaí,SP,2014,5.87,100.0,141.51,18.08,81.92,12314.0,83.10865681338313,81.55757674191977
Taguaí,SP,2013,4.01,100.0,134.45,16.82,83.18,12034.0,87.5103872361642,85.06730929034403
Taguaí,SP,2012,5.79,100.0,123.6,20.11,79.89,11336.0,94.82180663373325,92.03422724064926
Taguaí,SP,2011,3.71,100.0,126.0,18.7,81.3,11086.0,94.82229839437127,92.02597871188888
Taguaí,SP,2010,13.78,100.0,131.7,25.59,74.4,10828.0,89.28703361654968,86.61802733653491
Taiaçu,SP,2019,28.59,100.0,191.91,18.23,81.77,6295.0,100.0,100.0
Taiaçu,SP,2018,30.99,100.0,190.65,20.63,79.37,6268.0,100.0,100.0
Taiaçu,SP,2017,35.69,100.0,179.42,24.16,75.84,6255.0,100.0,100.0
Taiaçu,SP,2016,35.0,100.0,185.89,22.04,77.96,6230.0,99.59871589085073,99.59871589085073
Taiaçu,SP,2015,24.0,100.0,215.17,0.0,100.0,6205.0,100.0,100.0
Taiaçu,SP,2014,23.08,100.0,171.16,18.08,81.92,6179.0,100.0,100.0
Taiaçu,SP,2013,62.01,100.0,96.8,66.61,33.39,6153.0,100.0,100.0
Taiaçu,SP,2012,59.34,100.0,121.1,66.09,33.91,5936.0,89.92587601078166,89.92587601078166
Taiúva,SP,2019,0.0,100.0,362.21,0.0,100.0,5566.0,100.0,100.0
Taiúva,SP,2018,0.0,100.0,361.01,0.0,100.0,5568.0,100.0,100.0
Taiúva,SP,2017,0.0,100.0,359.85,0.0,100.0,5603.0,100.0,100.0
Taiúva,SP,2016,0.0,100.0,359.79,0.0,100.0,5604.0,100.0,100.0
Taiúva,SP,2015,0.0,100.0,350.47,0.0,100.0,5605.0,100.0,100.0
Taiúva,SP,2014,0.0,100.0,350.44,0.0,100.0,5605.0,100.0,100.0
Taiúva,SP,2013,0.0,100.0,361.22,0.0,100.0,5606.0,100.0,100.0
Taiúva,SP,2012,0.0,100.0,384.6,0.0,100.0,5439.0,91.32193417907703,91.32193417907703
Taiúva,SP,2010,27.69,100.0,187.5,27.69,72.3,5447.0,99.85313016339268,99.85313016339268
Tambaú,SP,2019,3.8,100.0,377.29,2.4,97.6,23207.0,100.0,100.0
Tambaú,SP,2018,3.77,100.0,375.39,2.37,97.63,23182.0,88.85773444914157,88.85773444914157
Tambaú,SP,2017,3.77,0.0,341.43,2.37,97.63,23267.0,100.0,100.0
Tambaú,SP,2016,2.37,0.0,325.55,2.37,97.63,23241.0,100.0,100.0
Tambaú,SP,2015,-1.11,0.0,298.06,3.13,96.87,23214.0,100.0,100.0
Tambaú,SP,2014,7.0,0.0,323.23,6.0,94.0,23187.0,100.0,100.0
Tambaú,SP,2013,7.1,0.0,369.07,6.91,93.09,23159.0,96.84787771492724,96.84787771492724
Tambaú,SP,2012,5.49,0.0,372.3,5.49,94.51,22429.0,92.7816665923581,92.7816665923581
Tambaú,SP,2011,5.49,0.0,372.7,5.49,94.51,22418.0,92.82719243465073,92.82719243465073
Tambaú,SP,2010,5.52,0.0,350.4,5.52,94.47,22406.0,92.426135856467,92.426135856467
Tanabi,SP,2019,0.58,0.0,152.02,24.27,75.73,25967.0,89.87946239457773,89.87946239457773
Tanabi,SP,2018,0.0,0.0,139.38,25.63,74.37,25830.0,90.35617499032134,90.35617499032134
Tanabi,SP,2017,0.0,91.03,176.64,14.06,85.94,25723.0,100.0,100.0
Tanabi,SP,2016,7.88,79.31,153.68,21.47,78.53,25597.0,99.46478102902684,95.67527444622417
Tanabi,SP,2015,8.05,79.2,150.27,21.91,78.09,25467.0,99.73691443829269,95.92806376879884
Tanabi,SP,2014,8.08,76.22,148.44,22.6,77.4,25335.0,99.8618511940004,93.6648904677324
Tanabi,SP,2013,8.25,76.22,151.11,23.08,76.92,25199.0,99.4444223977142,91.39251557601492
Tanabi,SP,2012,9.21,76.22,158.2,23.08,76.92,24277.0,95.151789759855,92.39197594430942
Tanabi,SP,2011,10.78,76.95,159.4,23.08,76.92,24168.0,92.69695465077788,92.69695465077788
