Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
Santana,AP,2011,68.53,0.0,159.3,66.9,33.1,102861.0,49.8750741291646,1.401891873499188
Santana,AP,2010,70.36,,137.1,72.5,27.49,101262.0,50.59844759139658,1.3795895795066264
Serra do Navio,AP,2019,82.97,100.0,289.03,82.97,17.03,5397.0,35.019455252918284,34.24124513618677
Serra do Navio,AP,2018,82.93,100.0,270.02,82.93,17.07,5306.0,35.69543912551828,34.90388239728609
Serra do Navio,AP,2017,83.6,100.0,269.26,83.6,16.4,5111.0,41.59655644687928,36.29426726667971
Serra do Navio,AP,2016,87.21,100.0,220.47,87.21,12.79,5025.0,37.83084577114428,36.99502487562189
Serra do Navio,AP,2015,89.13,100.0,156.11,89.13,10.87,4938.0,38.578371810449575,37.72782503037667
Serra do Navio,AP,2014,90.41,100.0,140.33,90.41,9.59,4850.0,39.27835051546392,38.41237113402062
Serra do Navio,AP,2013,92.55,100.0,140.33,92.55,7.45,4761.0,48.561226633060286,39.130434782608695
Serra do Navio,AP,2012,92.53,100.0,155.8,92.53,7.47,4545.0,41.91419141914192,40.99009900990099
Serra do Navio,AP,2011,91.37,100.0,155.8,91.35,8.65,4464.0,42.65232974910394,41.733870967741936
Serra do Navio,AP,2010,91.26,,136.0,91.32,8.67,4380.0,43.49315068493151,42.53424657534247
Abaré,BA,2019,35.02,100.0,81.26,40.06,59.94,20086.0,63.641342228417805,33.81957582395699
Abaré,BA,2018,36.61,100.0,82.91,37.91,62.09,19814.0,63.28858382961542,32.53255274048652
Abaré,BA,2017,33.59,100.0,86.04,41.29,58.71,20189.0,63.70300658774581,33.19134181980286
Abaré,BA,2016,22.46,100.0,89.94,34.5,65.5,19939.0,65.26907066552987,34.70083755454135
Abaré,BA,2015,20.01,100.0,97.54,27.29,72.71,19574.0,65.67385307039952,33.45253908245632
Abaré,BA,2014,9.9,100.0,74.12,26.48,73.52,19290.0,61.23379989631934,32.12545360290306
Abaré,BA,2013,5.03,100.0,79.48,29.6,70.4,18989.0,36.4684817525936,26.294170309126336
Abaré,BA,2012,6.97,,78.4,31.41,68.59,17685.0,39.58722080859485,1.6284987277353689
Alagoinhas,BA,2019,63.15,75.83,101.41,71.93,28.07,151596.0,96.43064460803716,34.774664239161986
Alagoinhas,BA,2018,56.56,100.0,133.9,60.02,39.98,150832.0,87.38463986421979,32.39233053993848
Alagoinhas,BA,2017,52.35,100.0,122.41,56.14,43.86,155979.0,98.0144763077081,29.973906743856546
Alagoinhas,BA,2016,53.0,100.0,110.7,60.18,39.82,155362.0,100.0,23.14723033946525
Alagoinhas,BA,2015,39.31,100.0,152.15,42.89,57.11,154495.0,98.90481892617883,21.16120262791676
Alagoinhas,BA,2014,36.15,100.0,140.16,42.17,57.83,153560.0,98.90531388382392,19.268038551706173
Alagoinhas,BA,2012,10.33,55.79,266.1,0.0,100.0,143460.0,100.0,10.55485849714206
Alagoinhas,BA,2011,15.0,55.87,207.3,17.94,82.06,142870.0,100.0,10.555050045495904
Alagoinhas,BA,2010,23.83,75.99,175.8,26.18,73.81,141949.0,95.50542800583308,5.795743541694552
Amargosa,BA,2019,16.04,100.0,86.3,31.39,68.61,37241.0,87.79839424290432,2.559007545447222
Amargosa,BA,2018,11.97,100.0,85.38,26.43,73.57,37031.0,88.29089141530069,2.662634009343523
Amargosa,BA,2017,-16.75,100.0,85.45,16.51,83.49,38259.0,85.14597872396038,2.579785148592488
Amargosa,BA,2016,-27.28,100.0,92.2,15.32,84.68,38041.0,85.7495859730291,2.63662890039694
Amargosa,BA,2015,-36.8,100.0,89.98,6.09,93.91,37807.0,86.60301002459862,2.7587483799296426
Amargosa,BA,2014,-27.56,100.0,90.54,11.16,88.84,37557.0,86.07183747370664,1.1609020954815348
Amargosa,BA,2013,-26.02,100.0,91.7,8.52,91.48,37081.0,86.28138399719532,1.1838947169709555
Amargosa,BA,2012,-14.4,100.0,98.5,11.93,88.07,34845.0,92.86841727651026,1.013057827521883
Amargosa,BA,2011,-7.41,100.0,106.2,11.83,88.17,34602.0,90.38205884052944,0.7340616149355528
Araci,BA,2019,2.16,100.0,78.68,16.77,83.23,54379.0,48.92145865131761,1.7359642509056803
Araci,BA,2018,1.09,100.0,79.52,13.08,86.92,54099.0,49.625686241889866,1.645132072681565
Araci,BA,2017,-9.91,100.0,77.54,16.59,83.41,55935.0,48.87816215249843,1.7877893984088673
Araci,BA,2016,-20.62,100.0,80.62,14.73,85.27,55637.0,48.252062476409584,1.8063518881319989
Araci,BA,2015,-19.55,100.0,78.34,16.43,83.57,56370.0,47.50931346460883,1.8360830228845133
Araci,BA,2014,-14.78,100.0,79.66,18.43,81.57,56023.0,47.68577191510629,1.88315513271335
Barra da Estiva,BA,2019,100.0,0.0,110.85,46.74,53.26,20598.0,95.40246625886007,49.10670938926109
Barra da Estiva,BA,2018,100.0,0.0,107.06,27.4,72.6,20813.0,95.33945130447316,49.10392543122087
Barra da Estiva,BA,2017,100.0,0.0,102.9,27.4,72.6,22082.0,95.55746762068654,38.94574766778371
Barra da Estiva,BA,2016,100.0,0.0,91.56,13.39,86.61,22232.0,96.70744872256208,38.68297948902482
Barra da Estiva,BA,2015,100.0,0.0,103.33,13.16,86.84,22394.0,80.37867285880147,38.403143699205145
Barra da Estiva,BA,2014,100.0,0.0,102.13,13.7,86.3,22566.0,75.33457413808384,35.89470885402818
Barra da Estiva,BA,2013,100.0,0.0,105.25,13.7,86.3,22409.0,74.96987817394796,35.69994198759427
Barra da Estiva,BA,2012,100.0,0.0,107.9,13.7,86.3,20767.0,77.04531227428132,38.52265613714066
Barra do Choça,BA,2019,26.36,100.0,92.2,17.91,82.09,31603.0,90.12751953928424,1.360630319906338
Barra do Choça,BA,2018,25.22,100.0,93.03,14.76,85.24,32018.0,89.64020238615778,1.389843213192579
Barra do Choça,BA,2017,3.83,100.0,96.12,15.65,84.35,34121.0,85.35505993376513,1.3188359075056415
Barra do Choça,BA,2016,20.89,100.0,98.68,12.85,87.15,34421.0,84.3787222916243,1.362540309694663
Barra do Choça,BA,2015,-10.92,100.0,91.13,0.02,99.98,34853.0,83.26973287808796,1.380082058933234
Barra do Choça,BA,2014,5.33,100.0,96.49,5.32,94.68,35200.0,81.04261363636364,1.4232954545454546
Barra do Choça,BA,2013,9.95,100.0,93.82,9.55,90.45,35567.0,78.9299069362049,1.467652599319594
Barra do Choça,BA,2012,5.89,100.0,90.5,19.11,80.89,35501.0,80.96109968733275,1.5943212867243175
Barra do Choça,BA,2011,1.94,100.0,92.9,14.46,85.54,35084.0,79.0018241933645,1.656025538707103
Barra do Choça,BA,2010,4.87,100.0,92.2,14.62,85.37,34788.0,75.41393583994481,1.76785098309762
Barreiras,BA,2019,23.16,100.0,116.3,30.76,69.24,155439.0,100.0,87.64595757821397
Barreiras,BA,2018,22.18,100.0,111.46,29.71,70.29,153831.0,100.0,86.36165662317738
Barreiras,BA,2017,14.87,100.0,111.28,30.27,69.73,157638.0,100.0,66.65334500564585
Barreiras,BA,2016,10.54,100.0,116.4,29.23,70.77,155519.0,100.0,56.512066049807416
Barreiras,BA,2015,10.46,100.0,120.85,26.85,73.15,153918.0,100.0,38.00205304122974
Barreiras,BA,2014,12.39,100.0,127.15,26.24,73.76,152208.0,100.0,21.03174603174603
Barreiras,BA,2013,15.18,100.0,127.66,27.79,72.21,150896.0,100.0,11.586788251510974
Barreiras,BA,2012,16.79,100.0,130.4,27.68,72.32,141081.0,100.0,9.44138473642801
Barreiras,BA,2011,18.28,100.0,126.8,28.8,71.2,139285.0,100.0,8.764762896219981
Barreiras,BA,2010,20.95,100.0,131.2,29.23,70.76,137427.0,96.44465789109856,7.604764711446804
Belmonte,BA,2019,22.22,100.0,70.42,22.92,77.08,23328.0,68.18415637860082,53.43792866941015
Belmonte,BA,2018,17.07,100.0,74.15,14.15,85.85,23214.0,69.2039286637374,53.57973636598605
Belmonte,BA,2017,-5.27,100.0,76.6,13.5,86.5,24013.0,68.25053096239537,52.396618498313416
Belmonte,BA,2016,45.16,100.0,80.95,24.6,75.4,23891.0,69.19760579297643,53.10367920974426
Belmonte,BA,2015,-12.37,82.52,78.72,11.1,88.9,23759.0,69.30847257881224,53.81118733953449
Belmonte,BA,2014,-3.91,93.71,90.63,6.54,93.46,23620.0,70.56308213378493,54.75867908552075
Belmonte,BA,2013,-5.06,95.89,91.04,7.08,92.92,23471.0,72.20825699799754,54.03689659579906
Belmonte,BA,2012,-8.25,100.0,100.3,7.25,92.75,22067.0,69.420401504509,56.42361897856528
Belmonte,BA,2011,-13.48,100.0,105.9,-0.14,100.14,21935.0,68.38842033280146,52.81057670389788
Belmonte,BA,2010,-11.23,100.0,106.8,-0.28,100.28,21798.0,66.39599963299385,51.98642077254794
Bom Jesus da Lapa,BA,2019,9.56,81.44,116.98,9.56,90.44,69148.0,100.0,31.935847746861807
Bom Jesus da Lapa,BA,2018,68.24,100.0,87.88,75.19,24.81,68609.0,100.0,69.88150242679532
Bom Jesus da Lapa,BA,2017,69.08,100.0,87.62,75.81,24.19,70618.0,100.0,67.893454926506
Bom Jesus da Lapa,BA,2016,44.9,100.0,87.76,56.16,43.84,70090.0,100.0,67.8941361107148
Bom Jesus da Lapa,BA,2015,33.24,100.0,86.4,46.5,53.5,69526.0,100.0,67.89402525673849
Bom Jesus da Lapa,BA,2014,23.68,100.0,112.13,23.68,76.32,68922.0,100.0,53.68387452482516
Bom Jesus da Lapa,BA,2013,25.15,100.0,104.37,25.15,74.85,68282.0,93.72894759966024,51.2580182185642
Bom Jesus da Lapa,BA,2012,16.67,100.0,92.4,29.17,70.83,64740.0,98.85696632684584,38.61600247142416
Bom Jesus da Lapa,BA,2011,21.52,100.0,90.9,27.06,72.94,64121.0,88.89443396079287,38.05305594111134
Bom Jesus da Lapa,BA,2010,25.31,100.0,92.3,18.49,81.5,63480.0,78.92091997479521,25.190611216131064
Brumado,BA,2019,21.84,100.0,105.8,25.16,74.84,67195.0,91.0871344594092,7.536275020462832
Brumado,BA,2018,23.05,100.0,103.84,25.17,74.83,67048.0,91.4777472855268,7.609473809807898
Brumado,BA,2017,8.41,100.0,106.31,25.14,74.86,69677.0,88.52993096717712,7.286479038994216
Brumado,BA,2016,1.97,100.0,109.23,21.7,78.3,69473.0,89.7384595454349,7.9368963482216115
Brumado,BA,2015,4.62,100.0,106.49,20.21,79.79,69255.0,88.20012995451592,6.35621976752581
Brumado,BA,2014,11.82,100.0,111.14,24.29,75.71,69022.0,86.81000260786416,3.756773202746951
Brumado,BA,2013,11.4,100.0,111.71,24.98,75.02,68776.0,84.21251599395137,3.6597068744911017
Brumado,BA,2012,11.78,100.0,110.8,27.14,72.86,64972.0,89.27999753740072,3.932463214923352
Brumado,BA,2011,9.63,100.0,111.9,25.5,74.5,64790.0,86.62293563821576,3.608581571230128
Brumado,BA,2010,13.04,100.0,117.2,25.93,74.06,64602.0,79.24058078697254,2.267731649174948
Cabaceiras do Paraguaçu,BA,2019,26.46,100.0,74.0,31.92,68.08,18807.0,74.99335353857606,3.6582123677354175
Cabaceiras do Paraguaçu,BA,2018,27.66,100.0,78.38,32.89,67.11,18698.0,74.86362177773024,3.561878275751417
Cabaceiras do Paraguaçu,BA,2017,11.47,100.0,77.83,28.66,71.34,19312.0,70.87303231151616,3.484879867439933
Cabaceiras do Paraguaçu,BA,2016,3.2,100.0,72.99,28.72,71.28,19199.0,65.52945465909683,3.5991457888431686
Cabaceiras do Paraguaçu,BA,2015,-22.53,100.0,79.58,9.96,90.04,18978.0,48.087258931394246,3.282748445568553
Cabaceiras do Paraguaçu,BA,2014,-5.07,100.0,67.83,20.51,79.49,18850.0,45.07161803713528,2.896551724137931
Cabaceiras do Paraguaçu,BA,2013,-12.89,100.0,83.02,13.73,86.27,18713.0,35.018436381125426,2.885694437022391
Cabaceiras do Paraguaçu,BA,2012,1.75,100.0,85.0,23.32,76.68,17582.0,36.65112046411102,3.0770105790012514
Cabaceiras do Paraguaçu,BA,2011,-1.99,100.0,88.1,17.24,82.76,17457.0,35.72205991865727,3.053216474766569
Cabaceiras do Paraguaçu,BA,2010,5.2,100.0,91.1,19.94,80.05,17327.0,31.11329139493276,1.269694696138974
Cachoeira,BA,2019,39.76,100.0,81.77,39.76,60.24,33470.0,72.47983268598746,45.64983567373768
Cachoeira,BA,2018,36.63,100.0,85.11,44.36,55.64,33861.0,71.52771625173503,45.43870529517734
Cachoeira,BA,2017,14.16,100.0,86.74,34.48,65.52,35139.0,68.65590938842881,43.96824041663109
Cachoeira,BA,2016,5.19,100.0,91.55,31.53,68.47,35013.0,68.72590180789993,43.30677177048525
Cachoeira,BA,2015,0.19,100.0,89.72,26.65,73.35,34535.0,72.3497900680469,40.99609092225279
Cachoeira,BA,2014,4.56,100.0,93.36,28.21,71.79,34394.0,72.98365994068733,34.54090829795894
Cachoeira,BA,2013,19.55,100.0,92.36,38.87,61.13,34244.0,72.81859595841608,33.56500408830744
Cachoeira,BA,2012,8.2,100.0,96.7,27.31,72.69,32270.0,76.38053920049582,35.90331577316393
Cachoeira,BA,2011,10.15,100.0,100.0,27.03,72.97,32150.0,73.74183514774495,31.875583203732504
Cachoeira,BA,2010,15.96,100.0,106.7,28.08,71.91,32026.0,70.17111097233499,28.314494473240494
Caém,BA,2019,35.77,100.0,96.7,33.61,66.39,9213.0,76.40290893302941,6.219472484532726
Caém,BA,2018,42.29,100.0,111.62,36.42,63.58,9372.0,76.67520273154076,6.434058898847632
Caetanos,BA,2011,100.0,0.0,99.8,44.48,55.52,13727.0,19.91695199242369,5.973628615138049
Caetanos,BA,2010,100.0,,246.8,0.0,100.0,13639.0,24.129334995234256,7.236600923821395
Cairu,BA,2019,14.71,100.0,117.77,27.13,72.87,18176.0,84.05039612676056,20.873679577464788
Cairu,BA,2018,14.61,100.0,117.04,24.16,75.84,17913.0,85.6472952604254,21.15781834421928
Cairu,BA,2017,2.34,100.0,115.0,23.21,76.79,18224.0,82.74802458296752,20.972344161545216
Cairu,BA,2016,-4.75,100.0,124.01,21.06,78.94,17985.0,82.12399221573533,20.89519043647484
Cairu,BA,2015,11.96,100.0,117.02,22.61,77.39,17730.0,80.94754653130288,21.74280879864636
Cairu,BA,2014,-3.47,100.0,115.48,21.78,78.22,17457.0,80.2486108724294,20.13518932233488
Cairu,BA,2013,-16.68,100.0,106.68,12.45,87.55,17168.0,80.3471575023299,20.38676607642125
Cairu,BA,2012,-14.76,100.0,106.1,13.54,86.46,15973.0,89.63876541664058,22.78219495398485
Cairu,BA,2011,-12.32,100.0,106.2,15.7,84.3,15679.0,85.59219337967983,21.844505389374323
Cairu,BA,2010,-12.6,100.0,112.0,9.34,90.65,15374.0,83.1663848055158,21.035514505008457
Camacan,BA,2019,19.75,100.0,84.74,32.84,67.16,31988.0,67.86920095035637,28.348130548955854
Camacan,BA,2018,16.5,100.0,89.38,25.14,74.86,31968.0,68.90015015015015,28.47222222222222
Camacan,BA,2017,2.99,100.0,87.72,25.84,74.16,33310.0,66.82677874512159,27.2830981687181
Camacan,BA,2016,-8.91,100.0,87.71,24.03,75.97,33257.0,68.84565655350752,27.455873951348583
Camacan,BA,2015,-23.88,100.0,88.48,12.6,87.4,33197.0,70.9431575142332,26.924119649365903
Camacan,BA,2014,3.29,100.0,79.48,25.06,74.94,33135.0,72.85347819526181,26.44937377395503
Camacan,BA,2013,-19.61,100.0,88.14,14.54,85.46,33068.0,73.01318495221966,25.2298294423612
Camacan,BA,2012,3.72,100.0,94.2,25.5,74.5,31535.0,79.49262723957507,26.35484382432218
Camacan,BA,2011,3.66,100.0,95.8,24.76,75.24,31505.0,79.93969211236312,24.74210442786859
Camacan,BA,2010,3.01,100.0,98.4,21.16,78.83,31472.0,79.58502796136247,23.109430604982208
Camaçari,BA,2019,56.43,63.62,113.97,57.35,42.65,299132.0,100.0,46.549349451078456
Camaçari,BA,2018,56.21,61.18,110.9,56.82,43.18,293723.0,100.0,42.1499167583063
Camaçari,BA,2017,46.23,61.63,110.71,55.99,44.01,296893.0,99.4836523596043,38.30740367741914
Camaçari,BA,2016,42.22,100.0,122.94,54.76,45.24,292074.0,100.0,33.869841204626226
Camaçari,BA,2015,46.5,60.35,119.3,56.53,43.47,286919.0,86.29926913170615,28.426489706154
Camaçari,BA,2014,41.98,58.72,136.67,52.43,47.57,281413.0,86.4689975232132,27.615639647066764
Camaçari,BA,2013,49.26,56.27,118.65,57.69,42.31,275575.0,84.65971151229247,23.634219359521
Camaçari,BA,2012,40.57,51.96,118.4,49.9,50.1,255238.0,96.69680846895838,23.678684208464254
Camaçari,BA,2011,37.89,47.25,121.5,46.94,53.06,249206.0,94.38737430077929,21.318106305626667
Camaçari,BA,2010,42.49,49.09,123.5,49.44,50.55,242970.0,89.30073671646706,17.074535950940444
Camamu,BA,2019,27.29,100.0,84.3,37.68,62.32,35316.0,56.22097632800996,6.478649903726357
Camamu,BA,2018,34.73,100.0,85.27,41.89,58.11,35248.0,54.53359055832955,6.6471856559237406
Camamu,BA,2017,20.47,100.0,84.09,39.25,60.75,36644.0,52.76989411636285,5.174107630171379
Camamu,BA,2016,1.6,100.0,90.53,28.99,71.01,36543.0,54.11159455983362,4.917494458583039
Camamu,BA,2015,0.07,100.0,86.15,28.45,71.55,36435.0,54.43117881158227,4.992452312337039
Camamu,BA,2014,1.94,100.0,90.46,26.94,73.06,36321.0,54.88285014179125,4.9475510035516646
Camamu,BA,2013,10.15,100.0,88.42,31.9,68.1,37207.0,52.79920445077539,4.359394737549386
Camamu,BA,2012,15.8,100.0,89.7,34.15,65.85,35366.0,55.62121811909744,4.702256404456257
Camamu,BA,2011,23.81,100.0,96.0,36.89,63.11,35275.0,53.81431608788093,4.175761871013465
Camamu,BA,2010,26.08,100.0,104.7,31.45,68.54,35180.0,50.91529277998863,3.3257532689027856
Campo Alegre de Lourdes,BA,2015,100.0,0.0,79.21,40.48,59.52,29938.0,28.893045627630435,28.893045627630435
Campo Alegre de Lourdes,BA,2014,100.0,0.0,76.71,42.11,57.89,29877.0,28.928607289888543,28.928607289888543
Campo Formoso,BA,2019,14.05,100.0,77.12,28.23,71.77,71206.0,44.00612307951577,3.8170940651068728
Campo Formoso,BA,2018,15.66,100.0,75.55,29.52,70.48,70912.0,44.49317463898917,4.031757671480144
Campo Formoso,BA,2017,-0.22,100.0,75.34,27.96,72.04,73448.0,42.792179501143664,3.86940420433504
Campo Formoso,BA,2016,-6.0,100.0,78.49,28.91,71.09,73118.0,43.29303317924451,4.041412511283132
Campo Formoso,BA,2015,-6.48,100.0,78.87,26.41,73.59,72271.0,44.046713066098434,4.09707904968798
Campo Formoso,BA,2014,-19.13,100.0,79.46,17.75,82.25,71900.0,38.81502086230877,2.3810848400556326
Campo Formoso,BA,2013,-8.42,80.01,76.04,24.68,75.32,71507.0,38.72348161718433,2.3773896261904426
Canápolis,BA,2019,25.77,100.0,80.05,36.56,63.44,9711.0,71.80516939553084,34.69261662032746
Canápolis,BA,2018,24.88,100.0,78.96,34.63,65.37,9719.0,73.3614569400144,35.39458792056796
Canápolis,BA,2017,11.83,100.0,85.84,30.29,69.71,10151.0,63.31395921584081,33.93754309920205
Canápolis,BA,2016,-1.51,100.0,85.9,25.54,74.46,10146.0,63.50285826926868,34.67376305933373
Canápolis,BA,2015,0.15,100.0,79.09,28.75,71.25,10142.0,63.50818379017945,34.529678564385726
Canápolis,BA,2014,-0.89,100.0,87.07,24.79,75.21,10137.0,61.40870079905297,37.77251652362632
Canápolis,BA,2013,-5.39,100.0,87.7,19.68,80.32,10130.0,61.80651530108589,2.3790720631786773
Canavieiras,BA,2019,6.23,100.0,84.08,23.01,76.99,31099.0,81.20196790893598,53.54191453101386
Canavieiras,BA,2018,4.19,100.0,82.13,20.41,79.59,31301.0,82.01654899204497,53.442382032522914
Canavieiras,BA,2017,-13.69,100.0,81.62,18.92,81.08,33002.0,78.0346645657839,49.88485546330526
Canavieiras,BA,2016,-22.84,100.0,82.07,19.83,80.17,33130.0,78.69000905523694,50.11771808028976
Canavieiras,BA,2015,-12.89,100.0,96.65,21.87,78.13,33268.0,80.72622339785981,50.70337862209932
Canavieiras,BA,2014,-14.38,100.0,93.28,21.65,78.35,33415.0,62.04099955109981,37.86622774203202
Canavieiras,BA,2013,-12.64,100.0,83.08,22.44,77.56,33570.0,79.55317247542449,46.818588025022336
Canavieiras,BA,2012,-10.69,100.0,84.6,22.77,77.23,31902.0,84.22982885085575,49.63638643345245
Canavieiras,BA,2011,-9.22,100.0,87.4,21.52,78.48,32116.0,81.2959272636692,46.8520363681654
Canavieiras,BA,2010,-1.74,100.0,91.2,21.66,78.33,32336.0,79.93876793666502,45.60551707075705
Candeias,BA,2019,44.08,99.03,95.21,52.29,47.71,87076.0,87.88529560384032,43.114061279801554
Candeias,BA,2018,43.58,100.0,92.3,50.66,49.34,86677.0,89.1309113144202,40.82282497086886
Candeias,BA,2017,33.06,100.0,90.48,49.94,50.06,89707.0,88.1570000111474,38.88994169908703
Candeias,BA,2016,44.3,100.0,120.75,53.31,46.69,89271.0,89.50499042242161,37.25061890199505
Candeias,BA,2015,49.12,100.0,115.83,55.29,44.71,88806.0,89.97702857915006,37.17654212553206
Candeias,BA,2014,46.61,100.0,131.46,50.17,49.83,88308.0,91.29863659011642,33.77723422566472
Candeias,BA,2013,54.82,100.0,115.96,58.79,41.21,89419.0,89.40269964996254,27.441595186705285
Candeias,BA,2012,31.21,100.0,108.7,45.08,54.92,84121.0,95.68240986198452,27.78141011162492
Candeias,BA,2011,30.36,100.0,114.7,42.51,57.49,83648.0,90.50306044376435,23.176884085692425
Candeias,BA,2010,33.67,100.0,115.8,44.68,55.31,83158.0,87.81235719954785,22.349022343009693
Capim Grosso,BA,2019,3.35,100.0,98.27,19.56,80.44,30662.0,100.0,4.676798643271803
Capim Grosso,BA,2018,6.0,100.0,99.91,15.47,84.53,30451.0,100.0,4.725624774227447
Capim Grosso,BA,2017,-12.4,100.0,101.5,14.73,85.27,31392.0,100.0,6.565366972477064
Capim Grosso,BA,2016,-19.3,100.0,109.07,18.05,81.95,31181.0,100.0,6.72524935056605
Capim Grosso,BA,2015,-32.3,100.0,109.57,11.94,88.06,29346.0,100.0,7.295713214748177
Capim Grosso,BA,2014,-27.29,100.0,109.02,7.9,92.1,29107.0,100.0,7.475864912220429
Capim Grosso,BA,2013,-30.23,80.0,104.64,11.41,88.59,28853.0,100.0,7.673378851419263
Capim Grosso,BA,2012,-25.62,100.0,97.9,16.0,84.0,27067.0,100.0,8.711715372963386
Capim Grosso,BA,2011,-19.95,100.0,95.3,17.42,82.58,26826.0,100.0,8.734063967792439
Capim Grosso,BA,2010,-5.45,100.0,98.8,17.39,82.6,26577.0,100.0,8.774504270609926
Caravelas,BA,2019,12.1,100.0,89.95,21.69,78.31,22016.0,72.07939680232558,25.94022529069768
Caravelas,BA,2018,9.26,100.0,94.91,13.88,86.12,21937.0,73.48771481971099,23.672334412180334
Caravelas,BA,2017,-11.47,100.0,91.76,8.93,91.07,22740.0,72.02286719437116,20.4089709762533
Caravelas,BA,2016,-25.33,100.0,93.93,8.64,91.36,22646.0,73.12549677647266,11.030645588624925
Carinhanha,BA,2019,41.01,100.0,272.63,1.4,98.6,29018.0,65.91081397753119,35.474533048452685
Carinhanha,BA,2018,41.01,100.0,277.16,1.4,98.6,28965.0,65.9485586052132,35.45658553426549
Carinhanha,BA,2017,44.59,100.0,227.35,1.76,98.24,30118.0,61.42506142506142,31.964273856165747
Carinhanha,BA,2016,43.88,100.0,206.4,1.87,98.13,30041.0,100.0,49.4390998968077
Carinhanha,BA,2015,42.15,100.0,253.73,2.05,97.95,29955.0,76.69838090469037,18.778167250876315
Carinhanha,BA,2014,44.13,100.0,272.18,2.09,97.91,29864.0,61.54567372086793,15.068309670506292
Casa Nova,BA,2019,80.44,0.0,65.52,81.07,18.93,71969.0,100.0,41.684614208895496
Casa Nova,BA,2018,71.53,43.83,200.09,42.11,57.89,71366.0,83.30717708712832,37.83314183224505
Casa Nova,BA,2017,71.09,45.4,187.35,42.41,57.59,73382.0,81.01850590062958,36.79376413834456
Casa Nova,BA,2016,69.79,82.05,185.05,36.29,63.71,72798.0,81.04618258743372,37.08893101458831
Casa Nova,BA,2015,60.82,71.09,185.44,13.83,86.17,72172.0,76.20683921742504,31.86831458183229
Casa Nova,BA,2014,60.82,71.09,188.05,14.16,85.84,71504.0,75.6139516670396,29.5885544864623
Casa Nova,BA,2013,60.82,71.09,198.28,14.16,85.84,70796.0,74.95762472456072,29.88445674896887
